dataset,model,coord_mode,null_kind,k_frac,n_seeds,orig_mean,null_mean,gap,ci_lo,ci_hi,cohens_dz,hodges_lehmann,p_two_sided,holm_p,bh_p,sig_holm,sig_bh
stl10,r50,geo_m,mean of 5 permutations,0.95,10,0.9738625466823578,0.9748125505447387,-0.0009500038623809881,-0.0023452551932908188,0.00044524746852884264,-0.4870748435049971,-0.0003749966621399148,0.10546875,0.84375,0.15066964285714285,False,False
stl10,r50,geo_m,mean of 5 permutations,1.0,10,0.9745000600814819,0.9745000600814819,0.0,0.0,0.0,nan,0.0,1.0,1.0,1.0,False,False
stl10,vit,geo_r,mean of 5 permutations,0.05,10,0.90250004529953,0.9054875433444977,-0.0029874980449676515,-0.012499565223279892,0.00652456913334459,-0.22467538527420985,-0.0026375114917754905,0.6953125,1.0,0.9053308823529411,False,False
stl10,vit,geo_r,mean of 5 permutations,0.1,10,0.9564750552177429,0.9577650451660155,-0.0012899899482726961,-0.0050190931405648875,0.0024391132440194953,-0.2474598235943126,-0.00144997239112854,0.431640625,1.0,0.7194010416666666,False,False
stl10,vit,geo_r,mean of 5 permutations,0.15,10,0.9709375441074372,0.9724200403690337,-0.0014824962615966665,-0.0037018625228946913,0.0007368699997013584,-0.47784539095796347,-0.001112467050552346,0.232421875,1.0,0.6640625,False,False
stl10,vit,geo_r,mean of 5 permutations,0.2,10,0.977750051021576,0.9780675435066224,-0.0003174924850464,-0.0017778120046547867,0.0011428270345619869,-0.1555279092842894,0.0002250075340270996,1.0,1.0,1.0,False,False
stl10,vit,geo_r,mean of 5 permutations,0.25,10,0.9806125462055206,0.9815425491333007,-0.0009300029277801491,-0.0017893725078575787,-7.063334770271955e-05,-0.7741535567276241,-0.0010374903678894154,0.048828125,0.9765625,0.6640625,False,False
stl10,vit,geo_r,mean of 5 permutations,0.3,10,0.9827250480651856,0.9833000469207764,-0.0005749988555908247,-0.0012806002818032632,0.00013060257062161372,-0.5829486548519032,-0.00033748745918271705,0.16015625,1.0,0.6640625,False,False
stl10,vit,geo_r,mean of 5 permutations,0.35,10,0.9845625460147858,0.9843775463104247,0.00018499970436096634,-0.0006653192823253419,0.0010353186910472747,0.15563667069564152,0.0003500103950500044,0.431640625,1.0,0.7194010416666666,False,False
stl10,vit,geo_r,mean of 5 permutations,0.4,10,0.9859000504016876,0.9855775511264803,0.00032249927520751066,-0.00017671821028358376,0.0008217167606986051,0.4621274101873225,0.0004124939441680908,0.193359375,1.0,0.6640625,False,False
stl10,vit,geo_r,mean of 5 permutations,0.45,10,0.9860875487327576,0.9861250472068785,-3.749847412110041e-05,-0.0005350678269855968,0.000460070878743396,-0.05391166532155097,-5.00023365020974e-05,0.921875,1.0,1.0,False,False
stl10,vit,geo_r,mean of 5 permutations,0.5,10,0.9868375539779664,0.9867500483989715,8.750557899473987e-05,-0.0003109002329764719,0.0004859113909659517,0.15712049966121455,0.00010001659393310547,0.76953125,1.0,0.9053308823529411,False,False
stl10,vit,geo_r,mean of 5 permutations,0.55,10,0.987000048160553,0.9871275460720061,-0.00012749791145324484,-0.0007036416222920761,0.0004486457993855864,-0.15830514112897923,-2.5010108947731702e-05,0.6953125,1.0,0.9053308823529411,False,False
stl10,vit,geo_r,mean of 5 permutations,0.6,10,0.9872375428676605,0.9875425457954407,-0.00030500292778016245,-0.0006892932091135016,7.928735355317674e-05,-0.5677633844181277,-0.00033749938011168323,0.232421875,1.0,0.6640625,False,False
stl10,vit,geo_r,mean of 5 permutations,0.65,10,0.9872125566005707,0.987635043859482,-0.0004224872589111306,-0.0011211199574718688,0.0002761454396496077,-0.43260096323764907,-0.00037499070167545945,0.193359375,1.0,0.6640625,False,False
stl10,vit,geo_r,mean of 5 permutations,0.7,10,0.9876500427722931,0.9880650436878206,-0.0004150009155273526,-0.0009754483264334961,0.00014544649537879086,-0.5297085241711585,-0.00043751001358033337,0.13671875,1.0,0.6640625,False,False
stl10,vit,geo_r,mean of 5 permutations,0.75,10,0.9881125509738922,0.9883275401592254,-0.0002149891853332364,-0.0008146956581816444,0.0003847172875151716,-0.25644878853260833,-0.0001374661922454723,0.76953125,1.0,0.9053308823529411,False,False
stl10,vit,geo_r,mean of 5 permutations,0.8,10,0.9883500337600708,0.9885725438594818,-0.00022251009941098854,-0.0005728072534953001,0.00012778705467332303,-0.4543974577183085,-0.0002749979496001753,0.275390625,1.0,0.66796875,False,False
stl10,vit,geo_r,mean of 5 permutations,0.85,10,0.9887500405311584,0.9886400449275969,0.00010999560356139693,-0.0003500868397479601,0.0005700780468707539,0.17102611885832947,4.9996376037642065e-05,0.625,1.0,0.9053308823529411,False,False
stl10,vit,geo_r,mean of 5 permutations,0.9,10,0.9888250470161438,0.9889300513267516,-0.00010500431060790349,-0.0005192073369209713,0.0003091987157051643,-0.18134961354260545,-0.00019999146461485706,0.322265625,1.0,0.66796875,False,False
stl10,vit,geo_r,mean of 5 permutations,0.95,10,0.9891750454902649,0.9890550446510314,0.00012000083923339178,-0.00011886793238704348,0.00035886961085382704,0.35937485040651657,0.00011249780654903896,0.333984375,1.0,0.66796875,False,False
stl10,vit,geo_r,mean of 5 permutations,1.0,10,0.9886250495910645,0.9886250495910645,0.0,0.0,0.0,nan,0.0,1.0,1.0,1.0,False,False
stl10,vit,geo_m,mean of 5 permutations,0.05,10,0.9391000449657441,0.9047025442123415,0.0343975007534027,0.03167087038489212,0.037124131121913276,9.024505116738299,0.03431250452995299,0.001953125,0.0390625,0.013020833333333334,True,True
stl10,vit,geo_m,mean of 5 permutations,0.1,10,0.9704875469207763,0.9574550473690033,0.01303249955177308,0.01053066766584718,0.01553433143769898,3.7264248684600028,0.013800001144409213,0.001953125,0.0390625,0.013020833333333334,True,True
stl10,vit,geo_m,mean of 5 permutations,0.15,10,0.9770000517368317,0.9715000510215759,0.005500000715255748,0.0038971701199453416,0.007102831310566155,2.454697025383297,0.005424994230270375,0.001953125,0.0390625,0.013020833333333334,True,True
stl10,vit,geo_m,mean of 5 permutations,0.2,10,0.9802875399589539,0.978220044374466,0.0020674955844879215,0.00044249305680360606,0.003692498112172237,0.91015073467911,0.002075016498565674,0.01953125,0.33203125,0.09765625,False,False
stl10,vit,geo_m,mean of 5 permutations,0.25,10,0.9826375484466553,0.9815650451183318,0.001072503328323371,-0.0003087276951161274,0.002453734351762869,0.5554629526653208,0.0009124994277954213,0.16015625,1.0,0.4575892857142857,False,False
stl10,vit,geo_m,mean of 5 permutations,0.3,10,0.9834375381469727,0.9831025528907776,0.0003349852561950639,-0.0011417299435603414,0.0018117004559504693,0.1622750388546031,0.0009624838829040416,0.431640625,1.0,0.6640625,False,False
stl10,vit,geo_m,mean of 5 permutations,0.35,10,0.9846875548362732,0.9844800484180452,0.00020750641822813164,-0.0005265450161815143,0.0009415578526377776,0.20222172773507813,0.0003500342369079368,0.556640625,1.0,0.7630208333333334,False,False
stl10,vit,geo_m,mean of 5 permutations,0.4,10,0.985075044631958,0.9854025483131409,-0.0003275036811828724,-0.000840968345826381,0.00018596098346063616,-0.45627681162371975,-0.00030000805854796253,0.232421875,1.0,0.5164930555555556,False,False
stl10,vit,geo_m,mean of 5 permutations,0.45,10,0.9858625531196594,0.985905042886734,-4.2489767074593845e-05,-0.0005711389821757243,0.0004861594480265366,-0.05749625165731316,1.1920928966180355e-08,1.0,1.0,1.0,False,False
stl10,vit,geo_m,mean of 5 permutations,0.5,10,0.9867625594139099,0.9866450512409208,0.00011750817298890048,-0.000401502470815738,0.0006365188167935389,0.16196254173015906,0.00010000467300413929,0.6953125,1.0,0.869140625,False,False
stl10,vit,geo_m,mean of 5 permutations,0.55,10,0.9873625457286834,0.9869600450992584,0.00040250062942503995,-0.00010867342009355824,0.0009136746789436381,0.563275082504488,0.00032500028610232823,0.16015625,1.0,0.4575892857142857,False,False
stl10,vit,geo_m,mean of 5 permutations,0.6,10,0.9877000510692596,0.9872475469112395,0.00045250415802002843,-0.00028983633540963585,0.0011948446514496928,0.4360559302437387,0.0002875030040740967,0.322265625,1.0,0.5859375,False,False
stl10,vit,geo_m,mean of 5 permutations,0.65,10,0.987900048494339,0.9877575504779816,0.00014249801635742853,-8.914734871395453e-05,0.00037414338142881156,0.4400560315851547,0.0001500248908996582,0.30859375,1.0,0.5859375,False,False
stl10,vit,geo_m,mean of 5 permutations,0.7,10,0.9881500482559205,0.9881200432777405,3.000497817993164e-05,-0.0003968658866203255,0.0004568758429801887,0.05028281413526978,7.500648498531826e-05,0.787109375,1.0,0.9260110294117647,False,False
stl10,vit,geo_m,mean of 5 permutations,0.75,10,0.9885375440120697,0.9882350456714629,0.0003024983406066939,1.68013633706446e-05,0.0005881953178427431,0.7574258541030169,0.00038750171661378063,0.02734375,0.4375,0.109375,False,False
stl10,vit,geo_m,mean of 5 permutations,0.8,10,0.988562548160553,0.9884150433540345,0.00014750480651856134,-0.00012509313276019572,0.00042010274579731843,0.38708503184617576,5.0008296966552734e-05,0.572265625,1.0,0.7630208333333334,False,False
stl10,vit,geo_m,mean of 5 permutations,0.85,10,0.9888250529766083,0.9886875462532044,0.0001375067234039351,-0.00010497002384681463,0.00037998347065468485,0.4056734731049509,0.00015001296997069202,0.232421875,1.0,0.5164930555555556,False,False
stl10,vit,geo_m,mean of 5 permutations,0.9,10,0.9888250410556794,0.9889350497722627,-0.00011000871658326528,-0.0003475966233405963,0.0001275791901740657,-0.33122685493073895,-0.00011249184608463914,0.431640625,1.0,0.6640625,False,False
stl10,vit,geo_m,mean of 5 permutations,0.95,10,0.9890500545501709,0.9891250467300414,-7.499217987060325e-05,-0.00034172307776321595,0.00019173871802200947,-0.20112470729142348,-2.4974346160888672e-05,0.921875,1.0,1.0,False,False
stl10,vit,geo_m,mean of 5 permutations,1.0,10,0.9886250495910645,0.9886250495910645,0.0,0.0,0.0,nan,0.0,1.0,1.0,1.0,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.05,10,0.6048999786376953,0.6016899943351746,0.003209984302520752,-0.007688166518716986,0.01410813512375849,0.21070404296394668,0.0032999813556671143,0.556640625,1.0,0.7421875,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.1,10,0.682539987564087,0.6784599840641021,0.0040800034999847416,0.0012019757776187594,0.006958031222350724,1.0141176394573377,0.004600018262863159,0.01953125,0.3515625,0.09765625,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.15,10,0.721999979019165,0.7192599892616272,0.002739989757537842,-0.001316964513671561,0.006796944028747245,0.4831384492680696,0.0033999979496002197,0.083984375,1.0,0.2099609375,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.2,10,0.7481699824333191,0.7463199734687805,0.0018500089645385742,-0.0020086901277243225,0.005708708056801471,0.34296965304806976,0.0012500286102294922,0.431640625,1.0,0.6166294642857143,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.25,10,0.7676999807357788,0.7665499806404114,0.0011500000953674316,-0.0006271530773228444,0.0029271532680577076,0.4629091756017078,0.001100003719329834,0.193359375,1.0,0.38671875,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.3,10,0.7812699913978577,0.7782999813556671,0.0029700100421905518,0.0004415058020184222,0.005498514282362681,0.8402664155068221,0.0029000043869018555,0.02734375,0.4375,0.109375,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.35,10,0.7937599837779998,0.7933899819850921,0.00037000179290771487,-0.003421922094036372,0.004161925679851802,0.06980185933831334,0.00020003318786621094,0.943359375,1.0,0.9930098684210527,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.4,10,0.8008199810981751,0.800079983472824,0.0007399976253509522,-0.0030791391185011102,0.004559134369203015,0.13860787062648353,0.0012999773025512695,0.431640625,1.0,0.6166294642857143,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.45,10,0.8104199826717376,0.8084599852561951,0.0019599974155426027,0.00031755009076940804,0.003602444740315797,0.8536637161783382,0.001999974250793457,0.052734375,0.73828125,0.15066964285714285,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.5,10,0.8185499787330628,0.8138999819755555,0.004649996757507324,0.0029483679084358868,0.006351625606578762,1.9548371520847518,0.004450023174285889,0.001953125,0.0390625,0.0390625,True,True
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.55,10,0.8239899814128876,0.8203999817371368,0.0035899996757507322,0.0015854481836091684,0.005594551167892296,1.2811499582567811,0.0036999881267547607,0.0078125,0.1484375,0.078125,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.6,10,0.8273799836635589,0.8268499851226807,0.0005299985408782959,-0.0023773591335876174,0.0034373562153442094,0.13040642357198548,0.0012000203132629395,0.845703125,1.0,0.9635416666666666,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.65,10,0.8331899762153625,0.8320699810981751,0.0011199951171875,-0.0012206888485986971,0.0034606790829736973,0.3422915068606425,0.0012499690055847168,0.375,1.0,0.6166294642857143,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.7,10,0.8373899817466736,0.8352499783039093,0.0021400034427642824,0.00020362096332364357,0.004076385922204921,0.7905805066076861,0.00210002064704895,0.048828125,0.732421875,0.15066964285714285,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.75,10,0.8407899737358093,0.8400299727916718,0.0007600009441375733,-0.000529049344929844,0.0020490512332049906,0.4217616089488378,0.0006500184535980225,0.3359375,1.0,0.6107954545454546,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.8,10,0.8445499837398529,0.8421999871730804,0.002349996566772461,0.0007917342302325393,0.003908258903312383,1.0788210904082027,0.0025999844074249268,0.01953125,0.3515625,0.09765625,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.85,10,0.8461599767208099,0.8459899723529816,0.00017000436782836913,-0.001089978934774484,0.0014299876704312224,0.09652016683076124,0.0001500248908996582,0.8671875,1.0,0.9635416666666666,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.9,10,0.8488599717617035,0.8488999783992768,-4.000663757324219e-05,-0.0011317852916019819,0.0010517720164554974,-0.02621321122837314,-0.00020000338554382324,0.6953125,1.0,0.869140625,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.95,10,0.8516399741172791,0.8510199785232544,0.0006199955940246582,-0.0001728834682455262,0.0014128746562948424,0.5593767712657658,0.0006499886512756348,0.16796875,1.0,0.3732638888888889,False,False
cifar10,vitmae,geo_r,single permutation (rebuttal_mae_verify),1.0,10,0.8531999588012695,0.8531999588012695,0.0,0.0,0.0,nan,0.0,1.0,1.0,1.0,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.05,10,0.8087375402450562,0.8084750413894654,0.0002624988555908203,-0.01075257582734434,0.01127757353852598,0.017047580208167247,0.0009374916553497314,0.921875,1.0,0.9703947368421053,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.1,10,0.8862000465393066,0.8854500412940979,0.0007500052452087402,-0.0052977191670241395,0.00679772965744162,0.08871459661572195,0.0003750026226043701,0.921875,1.0,0.9703947368421053,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.15,10,0.9114250421524048,0.9127250432968139,-0.0013000011444091798,-0.005399065261015258,0.002799062972196898,-0.226872468926605,-0.0014374852180480957,0.365234375,1.0,0.6818181818181818,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.2,10,0.9268125474452973,0.9273375451564789,-0.0005249977111816406,-0.0033025440656953395,0.0022525486433320582,-0.13521313071958915,-0.0006249845027923584,0.556640625,1.0,0.7952008928571429,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.25,10,0.9340375483036041,0.9329375445842742,0.001100003719329834,-0.0007873858831348301,0.002987393321794498,0.4169225348006789,0.0008750259876251221,0.28515625,1.0,0.6336805555555556,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.3,10,0.9393125414848328,0.9387250483036041,0.0005874931812286377,-0.0006736149985110081,0.0018486013609682835,0.33325238163893667,0.0005624890327453613,0.375,1.0,0.6818181818181818,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.35,10,0.9415750443935395,0.9423625469207764,-0.0007875025272369385,-0.0025059954436531906,0.0009309903891793135,-0.3278136126991415,-0.0008749961853027344,0.416015625,1.0,0.693359375,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.4,10,0.945050048828125,0.9450000405311585,5.0008296966552734e-05,-0.0015507963122988805,0.001650812906231986,0.022347374803768826,0.00012499094009399414,0.787109375,1.0,0.9703947368421053,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.45,10,0.9475500464439393,0.9470000445842743,0.000550001859664917,-0.001370236227842975,0.002470239947172809,0.20489523209001012,0.000562518835067749,0.474609375,1.0,0.7301682692307693,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.5,10,0.9492750406265259,0.9478875517845153,0.001387488842010498,0.00014384117181153355,0.0026311365122094624,0.7980955932082096,0.0009999871253967285,0.01953125,0.37109375,0.1953125,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.55,10,0.9496875524520874,0.9498500525951385,-0.00016250014305114747,-0.0011060615734033773,0.0007810612873010822,-0.123198761430366,-0.0001875162124633789,0.845703125,1.0,0.9703947368421053,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.6,10,0.9510750472545624,0.9503000497817993,0.0007749974727630615,-0.00023650233696952952,0.0017864972824956525,0.5480967855025441,0.0008749961853027344,0.17578125,1.0,0.595703125,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.65,10,0.952075046300888,0.9513375461101532,0.0007375001907348633,-3.453539357840688e-05,0.0015095357750481335,0.6833569142621171,0.0006250143051147461,0.05859375,0.99609375,0.29296875,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.7,10,0.9527750551700592,0.952637541294098,0.0001375138759613037,-0.0007175256689817021,0.0009925534209043094,0.11504906576253045,0.00012502074241638184,0.671875,1.0,0.8958333333333334,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.75,10,0.9538375556468963,0.9523625433444977,0.0014750123023986816,0.0008851795348624408,0.0020648450699349225,1.788914239742972,0.0015000104904174805,0.00390625,0.078125,0.078125,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.8,10,0.9539875507354736,0.9534750521183014,0.0005124986171722412,-0.00029002018222611906,0.0013150174165706013,0.4568359337742982,0.0006249547004699707,0.205078125,1.0,0.595703125,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.85,10,0.9547375559806823,0.953762537240982,0.0009750187397003174,4.401687572034858e-05,0.0019060206036802863,0.7491782947820638,0.0010625123977661133,0.044921875,0.80859375,0.29296875,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.9,10,0.955212539434433,0.9548875331878662,0.00032500624656677245,-0.0003562470167701465,0.0010062595099036913,0.3412761090146337,0.00031247735023498535,0.23828125,1.0,0.595703125,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),0.95,10,0.9553875386714935,0.9551375448703766,0.00024999380111694335,-0.00013403852459580246,0.0006340261268296891,0.4656764030136093,0.00031247735023498535,0.234375,1.0,0.595703125,False,False
stl10,vitmae,geo_r,single permutation (rebuttal_mae_verify),1.0,10,0.9551250338554382,0.9551250338554382,0.0,0.0,0.0,nan,0.0,1.0,1.0,1.0,False,False
